speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L129761,Erie NWR--Tsuga Trail/Refuge HQ Area,2023-05-24 11:53,1,41.626627,-79.9603114,True,False,False,S139111876
yetwar,Yellow-throated Warbler,Setophaga dominica,L2322644,Friendship Hill NHS,2023-05-24 11:38,2,39.7766999,-79.9246476,True,False,False,S139099634
bcnher,Black-crowned Night-Heron,Nycticorax nycticorax,L2056252,Lake Ontelaunee Dam,2023-05-24 11:30,3,40.4466205,-75.9326077,True,False,True,S139143657
rufgro,Ruffed Grouse,Bonasa umbellus,L23717599,East Hickory creek (tanbark),2023-05-24 10:50,1,41.7143672,-79.2624578,True,False,True,S139109943
naswar,Nashville Warbler,Leiothlypis ruficapilla,L688252,Rothrock SF--Shingletown Gap,2023-05-24 10:15,2,40.7538404,-77.8180718,True,False,False,S139102905
amewoo,American Woodcock,Scolopax minor,L24626395,SGL 226 Wooded trails,2023-05-24 10:13,1,41.123348,-76.564921,True,False,True,S139121132
gnwtea,Green-winged Teal,Anas crecca,L907532,Wingfield Pines,2023-05-24 10:00,1,40.339369,-80.1108214,True,False,False,S139088635
hoomer,Hooded Merganser,Lophodytes cucullatus,L321401,Nescopeck SP,2023-05-24 09:57,1,41.0903942,-75.8802674,True,False,False,S139112599
shshaw,Sharp-shinned Hawk,Accipiter striatus,L264479,Colyer Lake Recreation Area,2023-05-24 09:56,1,40.7742571,-77.6828193,True,False,False,S139078085
ambduc,American Black Duck,Anas rubripes,L1976420,Weir Lake,2023-05-24 09:56,1,40.9137963,-75.4210675,True,False,False,S139142638
gowwar,Golden-winged Warbler,Vermivora chrysoptera,L24621008,"Delaware State Forest, Milford US-PA 41.23223, -75.03456",2023-05-24 09:42,2,41.232232,-75.034557,True,False,True,S139089620
x00195,Carolina x Black-capped Chickadee (hybrid),Poecile carolinensis x atricapillus,L2034555,Irwin Run,2023-05-24 09:39,3,40.6238553,-80.0052738,True,False,False,S139082301
gycthr,Gray-cheeked Thrush,Catharus minimus,L2778308,Frick Park--Beechwood Entrance,2023-05-24 09:27,1,40.4366599,-79.9069092,True,False,False,S139088548
buffle,Bufflehead,Bucephala albeola,L372103,Beltzville SP,2023-05-24 09:20,1,40.8618621,-75.6256771,True,False,False,S139117046
pipplo,Piping Plover,Charadrius melodus,L1056700,Presque Isle SP--Beach 10,2023-05-24 08:18,1,42.1726547,-80.0875593,True,False,False,S139143807
amebit,American Bittern,Botaurus lentiginosus,L1056700,Presque Isle SP--Beach 10,2023-05-24 08:18,1,42.1726547,-80.0875593,True,False,False,S139143807
camwar,Cape May Warbler,Setophaga tigrina,L1056700,Presque Isle SP--Beach 10,2023-05-24 08:18,1,42.1726547,-80.0875593,True,True,False,S139143807
palwar,Palm Warbler,Setophaga palmarum,L1056700,Presque Isle SP--Beach 10,2023-05-24 08:18,1,42.1726547,-80.0875593,True,False,False,S139143807
comloo,Common Loon,Gavia immer,L985316,Chapel Harbor,2023-05-24 08:11,1,40.485112,-79.8838247,True,False,False,S139082496
kenwar,Kentucky Warbler,Geothlypis formosa,L654728,Pleasant Valley Park,2023-05-24 08:05,3,40.4104511,-79.6893284,True,False,False,S139067137
mouwar,Mourning Warbler,Geothlypis philadelphia,L6253940,North Park--Mine Waste Field/Pine Creek Area,2023-05-24 07:58,1,40.5864513,-79.9791598,True,False,False,S139076822
virrai,Virginia Rail,Rallus limicola,L3135081,PA-SQ-VanCott's,2023-05-24 07:05,4,41.8348833,-75.7117653,True,False,True,S139066955
gockin,Golden-crowned Kinglet,Regulus satrapa,L9297430,Quarry Ridge/powerline cut,2023-05-24 07:04,3,41.5482614,-75.7023795,True,False,True,S139079932
x00759,Domestic goose sp. x Canada Goose (hybrid),Anser sp. (Domestic type) x Branta canadensis,L2439198,Southwest Philadelphia WTP (restricted access),2023-05-24 07:02,1,39.8890603,-75.2147198,True,False,False,S139116166,X
truswa,Trumpeter Swan,Cygnus buccinator,L1056930,Creekview Rd.,2023-05-23 20:49,1,40.1870536,-77.4419403,True,True,False,S139035550
renpha,Red-necked Phalarope,Phalaropus lobatus,L24608477,"622–636 Doubling Gap Rd, Newville US-PA 40.21089, -77.41415",2023-05-23 19:56,1,40.210892,-77.414152,True,True,True,S139030176
norhar2,Northern Harrier,Circus hudsonius,L24608605,"Carmen's Way, East Stroudsburg US-PA 41.04945, -75.07446",2023-05-23 18:07,1,41.049453,-75.074456,True,False,True,S139030808
blkswa,Black Swan,Cygnus atratus,L616643,Green Lane Park--Church Rd. Bird Sanctuary,2023-05-23 17:45,2,40.386532,-75.5158192,True,True,False,S139034695,X
eucdov,Eurasian Collared-Dove,Streptopelia decaocto,L24608005,"268 West Farmersville Road, West Earl Township, Pennsylvania, US (40.127, -76.185)",2023-05-23 16:40,1,40.1267785,-76.1851074,True,True,True,S139027602,N
whcspa,White-crowned Sparrow,Zonotrichia leucophrys,L1046551,Sinnemahoning SP (Cameron Co.),2023-05-23 16:30,1,41.4417291,-78.04636,True,False,False,S139025582
snogoo,Snow Goose,Anser caerulescens,L831953,Middle Creek WMA (IBA) (Lancaster Co.),2023-05-23 16:25,1,40.2716676,-76.247735,True,False,False,S139026230
caster1,Caspian Tern,Hydroprogne caspia,L1056703,Presque Isle SP--Thompson Bay,2023-05-23 15:15,3,42.1681112,-80.081749,True,False,False,S139033211
gragoo,Graylag Goose,Anser anser,L8450831,Siebel Farm,2023-05-23 14:43,8,40.505871,-80.3250679,True,False,True,S138997023,X
lessca,Lesser Scaup,Aythya affinis,L129778,Yellow Creek SP (IBA),2023-05-23 13:32,2,40.5739352,-79.0204525,True,False,False,S139170511
forter,Forster's Tern,Sterna forsteri,L129778,Yellow Creek SP (IBA),2023-05-23 13:32,2,40.5739352,-79.0204525,True,False,False,S139170511
y00475,American Coot,Fulica americana,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2023-05-23 12:44,2,39.8893501,-75.2601457,True,False,False,S139109217
sora,Sora,Porzana carolina,L981289,State Game Lands 95--Glade Dam Lake,2023-05-23 11:22,1,41.0506504,-79.8884478,True,False,False,S139027293
gloibi,Glossy Ibis,Plegadis falcinellus,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2023-05-23 11:19,1,39.8893501,-75.2601457,True,False,False,S139005004
norbob,Northern Bobwhite,Colinus virginianus,L243138,Gifford Pinchot SP,2023-05-23 10:25,1,40.0712436,-76.8879461,True,True,False,S139038260
easowl1,Eastern Screech-Owl,Megascops asio,L6566126,Vinosky Yard,2023-05-23 10:25,1,40.507783,-75.5923235,True,False,True,S138967068
pibgre,Pied-billed Grebe,Podilymbus podiceps,L272015,Marsh Creek SP,2023-05-23 10:00,1,40.0675599,-75.719985,True,False,False,S139138919
yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris,L1056686,Presque Isle SP--Fry's Landing,2023-05-23 09:43,1,42.1588226,-80.0832081,True,False,False,S139025415
brewar,Brewster's Warbler (hybrid),Vermivora chrysoptera x cyanoptera (F1 hybrid),L129789,Scotia  Barrens (IBA)--general,2023-05-23 09:22,1,40.789936,-77.951136,True,True,False,S138997162
brnowl,Barn Owl,Tyto alba,L22159209,Centre Hall BNOW nest box - undisclosed location,2023-05-23 09:10,6,40.84592,-77.685045,True,True,True,S138959493
amepip,American Pipit,Anthus rubescens,L226811,Bradford Dam/Nike Park,2023-05-23 08:25,1,40.228034,-75.160078,True,True,False,S139057267
sander,Sanderling,Calidris alba,L129756,Presque Isle SP (IBA),2023-05-23 08:19,1,42.15868,-80.0994568,True,False,False,S138955922
musduc,Muscovy Duck,Cairina moschata,L1479509,Unionville--Bald Eagle Creek,2023-05-23 06:15,2,40.9060393,-77.8701494,True,False,False,S139133801,X
shbdow,Short-billed Dowitcher,Limnodromus griseus,L1582385,Godshall Property,2023-05-22 23:03,40.3233161,-75.3943145,True,True,True,S139077016
nswowl,Northern Saw-whet Owl,Aegolius acadicus,L7624665,Clear-cut,2023-05-22 20:17,1,41.716684,-79.2801406,True,True,True,S138921946
gbbgul,Great Black-backed Gull,Larus marinus,L16772831,Le Chateau de Chouette,2023-05-22 19:48,1,40.064919,-75.235012,True,False,True,S138912476
miskit,Mississippi Kite,Ictinia mississippiensis,L1152907,Okehocking Preserve,2023-05-22 19:44,1,39.9697039,-75.4825115,True,True,False,S139006099
norpin,Northern Pintail,Anas acuta,L1848252,Children's Lake,2023-05-22 17:41,1,40.1483769,-77.1263945,True,True,False,S138975834
bongul,Bonaparte's Gull,Chroicocephalus philadelphia,L999548,Presque Isle SP--Leo's Landing,2023-05-22 15:05,2,42.1268858,-80.1431528,True,False,False,S138908457
bkbplo,Black-bellied Plover,Pluvialis squatarola,L337068,Presque Isle SP--Gull Pt.,2023-05-22 10:45,2,42.169432,-80.0617236,True,False,False,S138845527
tunswa,Tundra Swan,Cygnus columbianus,L8909700,Steelton Boat Launch,2023-05-22 09:25,1,40.208197,-76.798834,True,True,True,S138833735
merlin,Merlin,Falco columbarius,L337068,Presque Isle SP--Gull Pt.,2023-05-22 09:17,1,42.169432,-80.0617236,True,False,False,S138956110
blkter,Black Tern,Chlidonias niger,L129756,Presque Isle SP (IBA),2023-05-22 09:01,2,42.15868,-80.0994568,True,True,False,S138821090
x00669,Golden-winged x Blue-winged Warbler (hybrid),Vermivora chrysoptera x cyanoptera,L1378833,Scotia Barrens (IBA)--south,2023-05-22 08:51,1,40.76048,-77.97386,True,True,False,S138929042
gresca,Greater Scaup,Aythya marila,L129756,Presque Isle SP (IBA),2023-05-22 08:00,1,42.15868,-80.0994568,True,False,False,S138921548
rudtur,Ruddy Turnstone,Arenaria interpres,L2474740,Presque Isle SP--Beach 9,2023-05-22 07:46,5,42.1725444,-80.0981838,True,True,False,S138822175
conwar,Connecticut Warbler,Oporornis agilis,L129756,Presque Isle SP (IBA),2023-05-22 07:28,1,42.15868,-80.0994568,True,True,False,S138871767
bicthr,Bicknell's Thrush,Catharus bicknelli,L421954,Wheatland Hills Glenbrook Area Community Park,2023-05-22 07:17,1,40.0422364,-76.3447666,True,True,False,S138824834
dickci,Dickcissel,Spiza americana,L19334357,Siegfriedale Road (T831) at Kunkel Road (T855),2023-05-21 15:45,1,40.551391,-75.714501,True,True,True,S138781176
uplsan,Upland Sandpiper,Bartramia longicauda,L6079585,State Game Lands 214-- Wilson Rd. (restricted access),2023-05-21 13:13,1,41.6009867,-80.4135168,True,False,False,S138762285
pinsis,Pine Siskin,Spinus pinus,L1831684,Sproul SF--Ritchie Rd.,2023-05-21 11:50,1,41.3606045,-77.5575221,True,False,False,S138686421
rinduc,Ring-necked Duck,Aythya collaris,L129831,Canoe Creek SP (IBA),2023-05-21 09:54,1,40.4833233,-78.2789545,True,True,False,S138682073
horgre,Horned Grebe,Podiceps auritus,L129756,Presque Isle SP (IBA),2023-05-21 09:51,1,42.15868,-80.0994568,True,False,False,S138764039
comter,Common Tern,Sterna hirundo,L337068,Presque Isle SP--Gull Pt.,2023-05-21 08:31,2,42.169432,-80.0617236,True,False,False,S138660707
buwtea,Blue-winged Teal,Spatula discors,L651702,Dreibelbis Birding Area (formerly Julian Wetlands),2023-05-21 07:50,1,40.8445931,-77.9854202,True,True,False,S138706128
ycnher,Yellow-crowned Night-Heron,Nyctanassa violacea,L24569383,"280 Muench St, Harrisburg US-PA 40.27635, -76.89418",2023-05-20 16:00,3,40.276348,-76.894176,True,False,True,S138840934
whrsan,White-rumped Sandpiper,Calidris fuscicollis,L20419074,"Mosquito Lane, West Grove, Pennsylvania, US (39.858, -75.835)",2023-05-20 14:30,1,39.8581683,-75.8346117,True,True,True,S138627810
lawwar,Lawrence's Warbler (hybrid),Vermivora chrysoptera x cyanoptera (F2 backcross),L1378833,Scotia Barrens (IBA)--south,2023-05-20 09:16,1,40.76048,-77.97386,True,True,False,S138517787
lbbgul,Lesser Black-backed Gull,Larus fuscus,L337068,Presque Isle SP--Gull Pt.,2023-05-20 08:05,1,42.169432,-80.0617236,True,True,False,S138510305
amewig,American Wigeon,Mareca americana,L129811,Conejohela Flats (IBA),2023-05-20 06:28,1,39.9743445,-76.4653158,True,True,False,S138533117
brnpel,Brown Pelican,Pelecanus occidentalis,L831953,Middle Creek WMA (IBA) (Lancaster Co.),2023-05-19 17:43,1,40.2716676,-76.247735,True,True,False,S138445431
snoegr,Snowy Egret,Egretta thula,L337068,Presque Isle SP--Gull Pt.,2023-05-19 17:30,3,42.169432,-80.0617236,True,True,False,S138451509
pecsan,Pectoral Sandpiper,Calidris melanotos,L7369104,Antrim Commons Dr. Ponds,2023-05-19 15:20,1,39.7603111,-77.7365413,True,True,False,S138407640
redcro,Red Crossbill,Loxia curvirostra,L24508304,Watershed Road Stone Valley Forest,2023-05-19 14:02,17,40.66031,-77.946675,True,True,True,S138553639
clcspa,Clay-colored Sparrow,Spizella pallida,L1056689,Presque Isle SP--North Pier,2023-05-19 12:53,1,42.1553867,-80.0726509,True,True,False,S138401499
rebmer,Red-breasted Merganser,Mergus serrator,L630368,Dashields Dam,2023-05-19 09:38,2,40.5530399,-80.2133274,True,True,False,S138363830
whimbr,Whimbrel,Numenius phaeopus,L511542,Delaware River--Hog Island Rd. (Delaware Co.),2023-05-19 08:17,1,39.8584371,-75.2606074,True,True,False,S138352228
rusbla,Rusty Blackbird,Euphagus carolinus,L1586651,Fairmount Park--Horticultural Center/Concourse Lake Area,2023-05-18 17:34,1,39.9825899,-75.2119072,True,False,False,S138306198
gadwal,Gadwall,Mareca strepera,L129778,Yellow Creek SP (IBA),2023-05-18 16:01,2,40.5739352,-79.0204525,True,True,False,S138320786
wilsni1,Wilson's Snipe,Gallinago delicata,L504403,John Heinz NWR--impoundment (Philadelphia Co.),2023-05-18 12:11,1,39.8893501,-75.2601457,True,False,False,S138305255
comshe,Common Shelduck,Tadorna tadorna,L1853598,Lion's Lake Park (Ebenezer Lake),2023-05-18 09:12,1,40.358542,-76.452838,True,True,False,S138231142,X
wilpha,Wilson's Phalarope,Phalaropus tricolor,L337068,Presque Isle SP--Gull Pt.,2023-05-18 07:59,1,42.169432,-80.0617236,True,True,False,S138230093
anhing,Anhinga,Anhinga anhinga,L129811,Conejohela Flats (IBA),2023-05-18,1,39.9743445,-76.4653158,True,True,False,S138512828
brnboo,Brown Booby,Sula leucogaster,L5598700,Penn Warner Tract General Area (restricted access),2023-05-17 13:00,1,40.1508659,-74.779011,True,True,False,S139016165
x00004,Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes,L24417272,"Highland Park, Pittsburgh US-PA 40.48096, -79.91661",2023-05-17 09:29,2,40.480965,-79.91661,True,False,True,S138114879
redhea,Redhead,Aythya americana,L1569588,Shawnee SP,2023-05-17 08:46,2,40.0267488,-78.6362731,True,True,False,S138143659
evegro,Evening Grosbeak,Coccothraustes vespertinus,L2137798,"Rail Trail, Straight Run vacinity",2023-05-14 07:00,1,41.7758245,-77.3946047,True,True,True,S137673330
orcwar,Orange-crowned Warbler,Leiothlypis celata,L129779,Powdermill Nature Reserve,2023-05-14 06:50,1,40.1600171,-79.2715663,True,True,False,S137681499
stisan,Stilt Sandpiper,Calidris himantopus,L677216,Canonsburg Lake,2023-05-13 18:44,1,40.269883,-80.1315522,True,True,False,S137560750
sursco,Surf Scoter,Melanitta perspicillata,L10995272,Faylor lake,2023-05-13 09:09,1,40.7612684,-77.2153473,True,True,True,S137540413
libher,Little Blue Heron,Egretta caerulea,L715912,Woodlands Cemetery ,2023-05-13 06:56,2,39.9471872,-75.2031326,True,False,False,S137352893
whwdov,White-winged Dove,Zenaida asiatica,L11104306,"Transfer, PA -Rt. 18/Rutledge Rd.",2023-05-12 16:40,1,41.3189151,-80.4110391,True,True,True,S137302149
comgol,Common Goldeneye,Bucephala clangula,L1056673,Presque Isle SP--Niagara Boat Launch,2023-05-12 15:49,11,42.1455195,-80.1311392,True,False,False,S137254191
swtkit,Swallow-tailed Kite,Elanoides forficatus,L1089774,C.A.O.S. Head Quarters.,2023-05-12 09:09,1,39.8666571,-75.9682193,True,True,True,S137293311
redpha1,Red Phalarope,Phalaropus fulicarius,L333444,Peace Valley Park--Nature Center,2023-05-12 07:37,1,40.3402349,-75.1714262,True,True,False,S137293043
swawar,Swainson's Warbler,Limnothlypis swainsonii,L18301591,Powdermill Avian Research Center,2023-05-12 05:30,1,40.163504,-79.267344,True,True,True,S137486641
amtspa,American Tree Sparrow,Spizelloides arborea,L1056703,Presque Isle SP--Thompson Bay,2023-05-11 13:47,1,42.1681112,-80.081749,True,True,False,S137122158
yehbla,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,L6289844,Presque Isle SP--Leslie Beach/Lighthouse Area,2023-05-11 12:59,1,42.16664,-80.1129591,True,True,False,S137093604
